Sport,Age,Height,Weight,Sex
Athletics,19.0,156.0,45.0,F
Hockey,23.0,172.0,66.0,F
Cycling,27.0,175.0,70.0,M
Cycling,21.0,,,M
Cycling,21.0,,,M
Swimming,28.0,198.0,87.0,M
Swimming,28.0,198.0,87.0,M
Football,23.0,183.0,72.0,M
Boxing,20.0,,,M
Canoeing,23.0,177.0,70.0,F
Canoeing,23.0,177.0,70.0,F
Swimming,,,,M
Hockey,29.0,,,M
Tennis,38.0,,,M
Jeu De Paume,42.0,,,M
Handball,21.0,172.0,54.0,F
Wrestling,31.0,,,M
Modern Pentathlon,27.0,180.0,63.0,F
Wrestling,26.0,186.0,96.0,M
Wrestling,30.0,169.0,76.0,M
Volleyball,27.0,167.0,60.0,F
Sailing,29.0,168.0,68.0,F
Fencing,44.0,,,M
Fencing,44.0,,,M
Fencing,44.0,,,M
Athletics,24.0,173.0,64.0,F
Swimming,24.0,,,M
Gymnastics,24.0,,,M
Athletics,32.0,,,M
Swimming,18.0,169.0,62.0,F
Rowing,34.0,181.0,75.0,M
Gymnastics,24.0,,,M
Football,21.0,160.0,56.0,F
Athletics,,,,M
Triathlon,30.0,184.0,70.0,M
Diving,23.0,163.0,75.0,M
Athletics,22.0,176.0,65.0,M
Tennis,20.0,163.0,66.0,F
Judo,28.0,198.0,115.0,M
Athletics,36.0,171.0,67.0,F
Swimming,25.0,182.0,77.0,M
Swimming,31.0,,,M
Basketball,22.0,,,M
Modern Pentathlon,33.0,180.0,77.0,M
Fencing,39.0,,,M
Fencing,39.0,,,M
Gymnastics,,,,F
Sailing,27.0,173.0,64.0,F
Shooting,29.0,186.0,90.0,M
Athletics,35.0,180.0,100.0,M
Fencing,30.0,,,F
Athletics,26.0,190.0,81.0,M
Rowing,26.0,,,M
Fencing,41.0,,,M
Fencing,41.0,,,M
Gymnastics,19.0,,,M
Fencing,28.0,,,F
Modern Pentathlon,25.0,177.0,60.0,F
Cycling,23.0,,,M
Cycling,23.0,,,M
Tennis,27.0,172.0,64.0,F
Tennis,27.0,172.0,64.0,F
Fencing,29.0,,,M
Fencing,29.0,,,M
Fencing,29.0,,,M
Fencing,29.0,,,M
Athletics,26.0,176.0,67.0,M
Boxing,23.0,175.0,,M
Judo,21.0,182.0,80.0,M
Hockey,32.0,179.0,75.0,M
Hockey,26.0,162.0,58.0,F
Rowing,23.0,189.0,85.0,M
Canoeing,19.0,164.0,56.0,F
Athletics,28.0,164.0,52.0,F
Athletics,29.0,155.0,48.0,F
Triathlon,28.0,179.0,65.0,M
Boxing,25.0,175.0,60.0,M
Tug-Of-War,38.0,,,M
Art Competitions,,,,M
Fencing,,,,M
Fencing,,,,M
Badminton,21.0,186.0,80.0,M
Tennis,29.0,172.0,58.0,F
Tennis,34.0,170.0,65.0,F
Fencing,,,,M
Wrestling,24.0,183.0,,M
Wrestling,24.0,183.0,,M
Fencing,17.0,,,M
Cycling,38.0,157.0,56.0,F
Cycling,38.0,157.0,56.0,F
Fencing,38.0,170.0,,M
Hockey,25.0,169.0,68.0,F
Athletics,21.0,190.0,77.0,M
Athletics,34.0,180.0,83.0,M
Athletics,34.0,180.0,83.0,M
Rowing,22.0,186.0,72.0,M
Rowing,27.0,183.0,74.0,M
Fencing,22.0,193.0,80.0,M
Fencing,22.0,193.0,80.0,M
Judo,27.0,168.0,60.0,M
Cycling,31.0,170.0,70.0,M
Sailing,21.0,166.0,60.0,F
Badminton,24.0,175.0,68.0,M
Athletics,17.0,165.0,60.0,F
Handball,33.0,183.0,79.0,F
Sailing,,,,M
Shooting,24.0,,,M
Basketball,29.0,216.0,107.0,M
Swimming,,,,M
Swimming,,,,M
Shooting,25.0,,,M
Athletics,29.0,173.0,56.0,M
Art Competitions,35.0,,,F
Sailing,21.0,173.0,72.0,M
Athletics,29.0,194.0,130.0,M
Basketball,30.0,182.0,,M
Synchronized Swimming,25.0,170.0,56.0,F
Swimming,26.0,166.0,57.0,F
Swimming,26.0,166.0,57.0,F
Football,29.0,169.0,59.0,F
Shooting,47.0,165.0,72.0,M
Football,24.0,,,M
Shooting,20.0,168.0,54.0,F
Rowing,32.0,190.0,92.0,M
Athletics,21.0,163.0,,M
Fencing,,,,M
Triathlon,22.0,160.0,50.0,F
Rowing,29.0,195.0,90.0,M
Weightlifting,30.0,,102.5,M
Athletics,20.0,170.0,57.0,F
Equestrianism,52.0,175.0,78.0,M
Equestrianism,52.0,175.0,78.0,M
Basketball,23.0,193.0,88.0,F
Hockey,24.0,181.0,81.0,M
Hockey,20.0,174.0,66.0,F
Gymnastics,,,,M
Art Competitions,51.0,,,M
Swimming,19.0,173.0,62.0,F
Water Polo,,,,M
Water Polo,,,,M
Rowing,22.0,185.0,78.0,F
Judo,22.0,,63.0,F
Swimming,,,,M
Swimming,,,,M
Swimming,,,,M
Swimming,23.0,175.0,58.0,F
Art Competitions,42.0,,,M
Cycling,33.0,181.0,70.0,M
Cycling,33.0,181.0,70.0,M
Athletics,23.0,,,M
Athletics,23.0,,,M
Weightlifting,27.0,,70.0,M
Diving,21.0,157.0,59.0,F
Football,22.0,,,M
Athletics,22.0,170.0,56.0,F
Swimming,,,,M
Athletics,28.0,189.0,74.0,M
Shooting,31.0,164.0,50.0,F
Shooting,31.0,164.0,50.0,F
Athletics,20.0,,,F
Athletics,20.0,,,F
Canoeing,26.0,185.0,93.0,M
Wrestling,26.0,184.0,125.0,M
Athletics,19.0,171.0,63.0,F
Art Competitions,37.0,,,F
Athletics,26.0,177.0,68.0,M
Athletics,26.0,177.0,68.0,M
Judo,25.0,164.0,78.0,F
Gymnastics,18.0,150.0,,F
Gymnastics,18.0,150.0,,F
Gymnastics,18.0,150.0,,F
Athletics,19.0,161.0,68.0,M
Swimming,20.0,184.0,77.0,M
Athletics,20.0,182.0,73.0,M
Athletics,19.0,175.0,62.0,M
Judo,21.0,170.0,70.0,F
Art Competitions,40.0,,,M
Badminton,26.0,177.0,68.0,M
Swimming,21.0,168.0,56.0,F
Basketball,23.0,187.0,73.0,M
Badminton,26.0,181.0,73.0,M
Fencing,24.0,166.0,65.0,F
Badminton,23.0,188.0,81.0,M
Basketball,29.0,195.0,94.0,F
Modern Pentathlon,25.0,163.0,54.0,F
Swimming,19.0,175.0,58.0,F
Diving,19.0,160.0,47.0,F
Diving,19.0,160.0,47.0,F
Weightlifting,22.0,190.0,150.0,M
Table Tennis,18.0,162.0,58.0,F
Table Tennis,40.0,173.0,73.0,M
Table Tennis,40.0,173.0,73.0,M
Fencing,24.0,179.0,69.0,F
Synchronized Swimming,19.0,167.0,104.0,F
Basketball,30.0,193.0,78.0,F
Gymnastics,27.0,160.0,58.0,M
Gymnastics,27.0,160.0,58.0,M
Gymnastics,27.0,160.0,58.0,M
Gymnastics,27.0,160.0,58.0,M
Swimming,26.0,182.0,76.0,M
Shooting,34.0,164.0,67.0,F
Athletics,,,,M
Archery,19.0,180.0,72.0,M
Archery,19.0,180.0,72.0,M
Wrestling,22.0,,,M
Football,24.0,173.0,70.0,F
Cycling,27.0,177.0,82.0,M
Archery,26.0,182.0,85.0,M
Archery,26.0,182.0,85.0,M
Sailing,22.0,175.0,80.0,M
Swimming,21.0,179.0,73.0,M
Swimming,21.0,179.0,73.0,M
Archery,26.0,165.0,65.0,F
Archery,26.0,165.0,65.0,F
Badminton,26.0,158.0,47.0,F
Swimming,24.0,161.0,50.0,F
Swimming,24.0,161.0,50.0,F
Athletics,23.0,188.0,76.0,M
Badminton,30.0,166.0,63.0,F
Badminton,30.0,166.0,63.0,F
Art Competitions,36.0,,,M
Hockey,20.0,165.0,59.0,F
Hockey,23.0,166.0,72.0,F
Diving,22.0,150.0,48.0,F
Diving,22.0,150.0,48.0,F
Taekwondo,23.0,163.0,56.0,F
Athletics,23.0,152.0,48.0,F
Athletics,21.0,185.0,66.0,M
Fencing,27.0,183.0,75.0,M
Fencing,27.0,183.0,75.0,M
Shooting,19.0,179.0,81.0,M
Rhythmic Gymnastics,24.0,171.0,53.0,F
Handball,23.0,176.0,69.0,F
Taekwondo,24.0,189.0,79.0,M
Athletics,24.0,189.0,63.0,F
Athletics,33.0,170.0,52.0,F
Athletics,28.0,153.0,40.0,F
Athletics,28.0,153.0,40.0,F
Swimming,30.0,180.0,73.0,M
Wrestling,28.0,,,M
Athletics,23.0,,,M
Swimming,19.0,177.0,72.0,M
Shooting,27.0,180.0,93.0,M
Hockey,30.0,,,M
Judo,25.0,175.0,72.0,M
Hockey,37.0,,,M
Athletics,27.0,178.0,76.0,M
Basketball,,,,M
Equestrianism,35.0,,,M
Equestrianism,35.0,,,M
Beach Volleyball,25.0,193.0,88.0,M
Swimming,23.0,160.0,48.0,F
Swimming,23.0,160.0,48.0,F
Swimming,23.0,160.0,48.0,F
Swimming,23.0,160.0,48.0,F
Athletics,26.0,162.0,48.0,F
Basketball,,,,M
Diving,17.0,179.0,70.0,M
Hockey,31.0,157.0,52.0,F
Athletics,30.0,180.0,57.0,F
Fencing,26.0,170.0,65.0,M
Fencing,26.0,170.0,65.0,M
Badminton,29.0,175.0,71.0,F
Swimming,21.0,190.0,86.0,M
Swimming,21.0,190.0,86.0,M
Gymnastics,19.0,,,M
Diving,25.0,,,F
Art Competitions,36.0,,,F
Swimming,,,,M
Swimming,,,,M
Hockey,24.0,186.0,80.0,M
Athletics,25.0,170.0,60.0,F
Athletics,25.0,170.0,60.0,F
Boxing,,,,M
Weightlifting,19.0,167.0,77.0,M
Weightlifting,19.0,155.0,53.0,F
Wrestling,29.0,189.0,120.0,M
Water Polo,24.0,198.0,115.0,M
Canoeing,29.0,186.0,91.0,M
Swimming,17.0,175.0,60.0,F
Rowing,38.0,183.0,72.0,M
Boxing,27.0,168.0,60.0,M
Judo,24.0,157.0,52.0,F
Beach Volleyball,33.0,186.0,93.0,M
Boxing,22.0,169.0,64.0,M
Fencing,28.0,176.0,64.0,F
Basketball,25.0,,,M
Fencing,24.0,,,M
Basketball,27.0,185.0,,M
Athletics,28.0,170.0,66.0,M
Swimming,25.0,169.0,61.0,F
Shooting,27.0,158.0,69.0,F
Football,21.0,160.0,57.0,F
Wrestling,21.0,161.0,63.0,F
Football,21.0,160.0,55.0,F
Football,21.0,172.0,62.0,F
Fencing,30.0,173.0,70.0,M
Fencing,26.0,169.0,59.0,F
Judo,26.0,165.0,60.0,M
Wrestling,27.0,168.0,55.0,M
Swimming,22.0,181.0,75.0,M
Weightlifting,,,59.0,M
Swimming,21.0,165.0,56.0,F
Swimming,21.0,165.0,56.0,F
Archery,27.0,172.0,65.0,F
Archery,27.0,172.0,65.0,F
Handball,31.0,182.0,75.0,F
Fencing,22.0,174.0,59.0,F
Fencing,22.0,174.0,59.0,F
Cycling,21.0,173.0,59.0,M
Fencing,19.0,175.0,65.0,M
Football,,,,M
Cycling,22.0,172.0,57.0,M
Shooting,30.0,166.0,74.0,M
Shooting,30.0,166.0,74.0,M
Athletics,20.0,,,M
Athletics,26.0,172.0,62.0,F
Basketball,20.0,,,M
Fencing,23.0,168.0,55.0,F
Badminton,21.0,167.0,58.0,F
Boxing,20.0,160.0,69.0,M
Athletics,19.0,,,F
Boxing,19.0,160.0,60.0,F
Judo,27.0,178.0,90.0,M
Athletics,23.0,,,M
Athletics,37.0,178.0,80.0,M
Handball,22.0,195.0,109.0,M
Canoeing,29.0,161.0,55.0,F
Shooting,40.0,,,M
Shooting,29.0,,,F
Athletics,34.0,,,M
Canoeing,34.0,,,M
Shooting,36.0,,,M
Water Polo,29.0,,,M
Wrestling,24.0,,,M
Athletics,23.0,,,M
Athletics,28.0,186.0,125.0,M
Shooting,27.0,,,M
Shooting,27.0,,,M
Shooting,27.0,,,M
Sailing,48.0,170.0,65.0,M
Fencing,39.0,,,F
Athletics,28.0,175.0,70.0,M
Archery,21.0,171.0,67.0,F
Archery,21.0,171.0,67.0,F
Cycling,31.0,,,M
Cycling,31.0,,,M
Diving,28.0,,,M
Diving,28.0,,,M
Sailing,31.0,192.0,81.0,M
Rowing,21.0,,,M
Rowing,,,,M
Diving,24.0,162.0,56.0,F
Diving,24.0,162.0,56.0,F
Volleyball,27.0,186.0,75.0,F
Taekwondo,18.0,174.0,66.0,F
Basketball,,,,M
Tennis,27.0,168.0,62.0,F
Table Tennis,31.0,166.0,60.0,M
Basketball,33.0,183.0,70.0,F
Wrestling,25.0,188.0,120.0,M
Swimming,28.0,186.0,83.0,M
Taekwondo,28.0,190.0,106.0,M
Wrestling,30.0,150.0,48.0,F
Athletics,25.0,174.0,56.0,F
Swimming,18.0,,,F
Shooting,34.0,,,M
Athletics,37.0,,,M
Athletics,19.0,189.0,74.0,M
Gymnastics,37.0,153.0,43.0,F
Gymnastics,37.0,153.0,43.0,F
Gymnastics,37.0,153.0,43.0,F
Athletics,22.0,182.0,75.0,M
Boxing,21.0,170.0,66.0,M
Rowing,32.0,193.0,103.0,M
Boxing,29.0,,,M
Rowing,,,70.0,M
Judo,31.0,180.0,81.0,M
Sailing,30.0,,,M
Beach Volleyball,29.0,180.0,70.0,F
Swimming,25.0,195.0,80.0,M
Swimming,25.0,195.0,80.0,M
Athletics,22.0,187.0,110.0,M
Swimming,20.0,193.0,85.0,M
Swimming,20.0,193.0,85.0,M
Basketball,25.0,,,M
Water Polo,33.0,,,M
Basketball,26.0,169.0,65.0,F
Tennis,23.0,198.0,82.0,M
Tennis,23.0,198.0,82.0,M
Football,30.0,,,M
Sailing,26.0,172.0,72.0,M
Sailing,27.0,172.0,65.0,M
Cycling,21.0,178.0,68.0,M
Boxing,17.0,171.0,52.0,M
Handball,39.0,175.0,73.0,F
Shooting,,,,M
Shooting,,,,M
Canoeing,29.0,175.0,71.0,M
Weightlifting,23.0,178.0,94.0,M
Hockey,26.0,182.0,83.0,M
Tennis,22.0,175.0,63.0,F
Tennis,22.0,175.0,63.0,F
Athletics,22.0,180.0,67.0,M
Athletics,22.0,180.0,67.0,M
Football,22.0,173.0,69.0,M
Cycling,21.0,,,M
Cycling,24.0,160.0,60.0,F
Shooting,41.0,172.0,78.0,M
Athletics,25.0,,,M
Cycling,27.0,185.0,79.0,M
Cycling,27.0,185.0,79.0,M
Sailing,24.0,177.0,68.0,F
Sailing,30.0,160.0,59.0,F
Equestrianism,30.0,173.0,65.0,F
Equestrianism,30.0,173.0,65.0,F
Cycling,,,,M
Art Competitions,51.0,,,M
Art Competitions,51.0,,,M
Art Competitions,51.0,,,M
Art Competitions,51.0,,,M
Basketball,23.0,210.0,110.0,M
Athletics,33.0,181.0,95.0,M
Water Polo,21.0,195.0,95.0,M
Synchronized Swimming,18.0,168.0,52.0,F
Canoeing,23.0,,,M
Canoeing,23.0,,,M
Judo,34.0,173.0,57.0,F
Sailing,32.0,176.0,68.0,F
Athletics,34.0,,,M
Athletics,25.0,167.0,66.0,F
Diving,,,,M
Tug-Of-War,33.0,,83.0,M
Hockey,31.0,183.0,82.0,M
Athletics,22.0,187.0,77.0,M
Sailing,43.0,185.0,99.0,M
Swimming,23.0,185.0,84.0,M
Swimming,23.0,185.0,84.0,M
Hockey,21.0,162.0,53.0,M
Sailing,36.0,,,M
Wrestling,32.0,,,M
Athletics,19.0,182.0,75.0,M
Athletics,19.0,182.0,75.0,M
Athletics,19.0,182.0,75.0,M
Athletics,19.0,184.0,83.0,M
Athletics,19.0,184.0,83.0,M
Basketball,23.0,206.0,107.0,M
Gymnastics,,,,M
Athletics,21.0,181.0,72.0,M
Athletics,21.0,181.0,72.0,M
Boxing,24.0,175.0,69.0,M
Water Polo,22.0,170.0,69.0,F
Canoeing,27.0,185.0,86.0,M
Football,23.0,,,M
Water Polo,27.0,195.0,115.0,M
Athletics,26.0,188.0,86.0,M
Cycling,26.0,,,M
Cycling,26.0,,,M
Rowing,,,,M
Swimming,31.0,177.0,76.0,M
Football,22.0,180.0,73.0,M
Handball,31.0,188.0,91.0,M
Tennis,29.0,175.0,72.0,F
Hockey,24.0,160.0,60.0,F
Gymnastics,,,,M
Athletics,19.0,179.0,76.0,M
Athletics,19.0,179.0,76.0,M
Modern Pentathlon,23.0,182.0,69.0,F
Motorboating,31.0,,,M
Fencing,32.0,183.0,,M
Athletics,24.0,170.0,58.0,F
Athletics,22.0,167.0,56.0,M
Athletics,22.0,167.0,56.0,M
Archery,51.0,,,M
Football,21.0,196.0,85.0,M
Rowing,21.0,,,F
Athletics,25.0,180.0,65.0,M
Athletics,21.0,173.0,54.0,F
Boxing,,,,M
Athletics,29.0,178.0,70.0,M
Athletics,29.0,178.0,70.0,M
Sailing,54.0,,,M
Swimming,23.0,192.0,80.0,M
Swimming,23.0,192.0,80.0,M
Canoeing,29.0,178.0,78.0,M
Canoeing,29.0,178.0,78.0,M
Swimming,22.0,174.0,70.0,M
Athletics,29.0,173.0,64.0,M
Trampolining,31.0,161.0,55.0,F
Wrestling,22.0,,,M
Weightlifting,23.0,158.0,68.0,F
Water Polo,17.0,190.0,100.0,M
Athletics,24.0,177.0,84.0,M
Athletics,22.0,,,M
Athletics,22.0,,,M
Athletics,22.0,,,M
Tug-Of-War,29.0,178.0,95.0,M
Athletics,29.0,178.0,95.0,M
Cycling,,,,M
Cycling,,,,M
Cycling,,179.0,,M
Cycling,,179.0,,M
Cycling,,179.0,,M
Modern Pentathlon,23.0,,,M
Equestrianism,23.0,,,M
Equestrianism,23.0,,,M
Athletics,29.0,186.0,79.0,M
Hockey,33.0,176.0,69.0,F
Shooting,25.0,173.0,70.0,F
Rowing,25.0,180.0,72.0,F
Swimming,20.0,,,M
Sailing,20.0,170.0,62.0,F
Rowing,26.0,184.0,87.0,M
Athletics,23.0,172.0,61.0,M
Fencing,41.0,185.0,81.0,M
Athletics,27.0,168.0,73.0,M
Rowing,23.0,186.0,75.0,F
Athletics,22.0,170.0,58.0,F
Weightlifting,33.0,,60.0,M
Weightlifting,19.0,,67.0,M
Shooting,27.0,170.0,,M
Shooting,27.0,170.0,,M
Shooting,27.0,170.0,,M
Football,,,,M
Athletics,22.0,180.0,68.0,F
Athletics,31.0,187.0,78.0,M
Athletics,31.0,187.0,78.0,M
Rowing,26.0,194.0,90.0,M
Basketball,,,,M
Wrestling,20.0,,,M
Wrestling,20.0,175.0,60.0,M
Athletics,38.0,,,M
Swimming,18.0,186.0,74.0,F
Swimming,18.0,186.0,74.0,F
Equestrianism,29.0,188.0,81.0,M
Equestrianism,29.0,188.0,81.0,M
Shooting,37.0,,,M
Shooting,37.0,,,M
Tennis,32.0,,,F
Basketball,23.0,194.0,88.0,F
Art Competitions,56.0,,,M
Boxing,25.0,180.0,64.0,M
Boxing,23.0,,,M
Rowing,29.0,177.0,71.0,M
Athletics,25.0,172.0,71.0,M
Rowing,35.0,,,M
Gymnastics,17.0,,,M
Athletics,23.0,145.0,56.0,F
Fencing,30.0,,,M
Fencing,30.0,,,M
Athletics,28.0,,,M
Rowing,24.0,,,M
Basketball,29.0,168.0,63.0,F
Diving,,,,M
Athletics,32.0,180.0,74.0,M
Cycling,30.0,171.0,65.0,M
Football,28.0,,,M
Boxing,21.0,,,M
Swimming,24.0,170.0,64.0,F
Swimming,24.0,170.0,64.0,F
Triathlon,26.0,190.0,72.0,M
Swimming,22.0,189.0,89.0,M
Diving,27.0,178.0,76.0,M
Athletics,25.0,180.0,100.0,F
Athletics,24.0,189.0,83.0,M
Boxing,23.0,171.0,57.0,M
Boxing,19.0,,,M
Equestrianism,45.0,,,M
Equestrianism,45.0,,,M
Boxing,20.0,170.0,56.0,M
Athletics,26.0,161.0,49.0,F
Hockey,,,,M
Athletics,27.0,175.0,79.0,M
Athletics,27.0,175.0,79.0,M
Diving,17.0,183.0,68.0,M
Athletics,32.0,187.0,94.0,M
Athletics,32.0,160.0,42.0,F
Athletics,31.0,183.0,100.0,M
Boxing,,,,M
Gymnastics,22.0,,,M
Basketball,21.0,,,M
Volleyball,22.0,197.0,88.0,M
Sailing,24.0,173.0,62.0,F
Diving,21.0,168.0,60.0,M
Taekwondo,32.0,163.0,56.0,F
Weightlifting,26.0,158.0,58.0,F
Judo,25.0,167.0,70.0,F
Shooting,20.0,,,M
Wrestling,31.0,,,M
Athletics,19.0,178.0,66.0,M
Athletics,19.0,178.0,66.0,M
Sailing,33.0,178.0,76.0,M
Gymnastics,27.0,,,M
Beach Volleyball,37.0,181.0,73.0,F
Swimming,15.0,,,M
Swimming,15.0,,,M
Rowing,27.0,189.0,73.0,F
Equestrianism,41.0,175.0,71.0,F
Equestrianism,41.0,175.0,71.0,F
Swimming,,,,M
Swimming,,,,M
Fencing,41.0,,,M
Cycling,29.0,167.0,58.0,F
Wrestling,29.0,,,M
Athletics,32.0,173.0,62.0,M
Canoeing,34.0,,,M
Art Competitions,65.0,,,M
Art Competitions,65.0,,,M
Art Competitions,65.0,,,M
Art Competitions,65.0,,,M
Art Competitions,65.0,,,M
Hockey,29.0,169.0,61.0,F
Boxing,20.0,,,M
Athletics,34.0,178.0,58.0,M
Basketball,26.0,,,M
Rowing,40.0,190.0,89.0,M
Rowing,21.0,172.0,58.0,F
Athletics,24.0,183.0,102.0,M
Athletics,26.0,185.0,80.0,M
Art Competitions,73.0,,,M
Art Competitions,73.0,,,M
Hockey,20.0,169.0,62.0,F
Sailing,40.0,178.0,80.0,M
Cycling,20.0,169.0,58.0,M
Rowing,18.0,,,M
Football,27.0,,,M
Canoeing,28.0,,,M
Athletics,35.0,159.0,54.0,M
Basketball,26.0,,,M
Athletics,28.0,,,F
Football,,,,M
Cycling,22.0,170.0,60.0,F
Cycling,22.0,170.0,60.0,F
Badminton,25.0,180.0,80.0,M
Football,23.0,185.0,69.0,M
Boxing,22.0,,,M
Boxing,,,,M
Equestrianism,33.0,168.0,55.0,F
Equestrianism,33.0,168.0,55.0,F
Rowing,27.0,198.0,95.0,M
Tennis,22.0,173.0,60.0,F
Tennis,22.0,173.0,60.0,F
Water Polo,30.0,191.0,98.0,M
Archery,38.0,,,M
Archery,38.0,,,M
Water Polo,29.0,,,M
Athletics,28.0,,,M
Athletics,28.0,,,M
Cycling,26.0,196.0,78.0,M
Swimming,19.0,,,M
Swimming,19.0,,,M
Swimming,19.0,,,M
Football,30.0,188.0,83.0,M
Gymnastics,22.0,173.0,64.0,M
Gymnastics,22.0,173.0,64.0,M
Judo,29.0,189.0,100.0,M
Canoeing,28.0,173.0,77.0,M
Weightlifting,,,59.0,M
Swimming,18.0,,,F
Swimming,18.0,,,F
Equestrianism,45.0,,,M
Equestrianism,45.0,,,M
Athletics,23.0,174.0,68.0,M
Football,23.0,171.0,70.0,M
Judo,23.0,,,F
Hockey,29.0,181.0,80.0,M
Athletics,22.0,170.0,55.0,M
Art Competitions,41.0,,,M
Wrestling,25.0,185.0,97.0,M
Water Polo,22.0,,,M
Swimming,22.0,,,M
Cycling,25.0,170.0,72.0,M
Athletics,30.0,173.0,79.0,F
Sailing,38.0,,,M
Athletics,26.0,176.0,72.0,M
Rhythmic Gymnastics,21.0,173.0,55.0,F
Gymnastics,23.0,,,M
Shooting,47.0,182.0,100.0,M
Shooting,47.0,182.0,100.0,M
Fencing,28.0,,,M
Football,29.0,,,M
Athletics,29.0,170.0,63.0,F
Rowing,30.0,180.0,67.0,F
Swimming,23.0,180.0,69.0,F
Swimming,23.0,180.0,69.0,F
Swimming,23.0,180.0,69.0,F
Swimming,23.0,180.0,69.0,F
Cycling,25.0,183.0,68.0,M
Volleyball,31.0,188.0,80.0,F
Athletics,29.0,,,M
Cycling,24.0,180.0,79.0,M
Water Polo,34.0,,,M
Sailing,29.0,188.0,65.0,M
Sailing,33.0,183.0,61.0,M
Hockey,22.0,164.0,61.0,F
Wrestling,27.0,160.0,52.0,M
Athletics,35.0,168.0,55.0,M
Gymnastics,17.0,,,M
Shooting,30.0,,,M
Athletics,20.0,,,M
Gymnastics,,,,M
Water Polo,24.0,193.0,88.0,M
Water Polo,23.0,167.0,65.0,F
Athletics,27.0,191.0,82.0,M
Judo,32.0,180.0,78.0,F
Gymnastics,21.0,163.0,62.0,M
Gymnastics,21.0,163.0,62.0,M
Gymnastics,21.0,163.0,62.0,M
Gymnastics,21.0,163.0,62.0,M
Gymnastics,21.0,163.0,62.0,M
Wrestling,,,,M
Diving,23.0,166.0,54.0,F
Equestrianism,23.0,163.0,57.0,F
Equestrianism,23.0,163.0,57.0,F
Rowing,26.0,201.0,98.0,M
Swimming,29.0,173.0,63.0,F
Taekwondo,27.0,191.0,92.0,M
Art Competitions,37.0,,,M
Art Competitions,40.0,,,F
Swimming,20.0,,,M
Football,,,,M
Shooting,33.0,168.0,,M
Shooting,33.0,168.0,,M
Athletics,34.0,,,M
Swimming,,,,F
Swimming,,,,F
Swimming,19.0,,,M
Gymnastics,,,,M
Athletics,35.0,,,M
Rowing,23.0,198.0,100.0,M
Athletics,32.0,161.0,55.0,F
Athletics,32.0,161.0,55.0,F
Swimming,28.0,,,F
Swimming,28.0,,,F
Swimming,28.0,,,F
Athletics,27.0,180.0,74.0,M
Swimming,24.0,176.0,69.0,F
Swimming,24.0,176.0,69.0,F
Swimming,24.0,176.0,69.0,F
Swimming,24.0,176.0,69.0,F
Swimming,24.0,176.0,69.0,F
Equestrianism,40.0,183.0,64.0,M
Equestrianism,40.0,183.0,64.0,M
Hockey,31.0,182.0,77.0,M
Swimming,28.0,176.0,64.0,F
Swimming,28.0,176.0,64.0,F
Swimming,28.0,176.0,64.0,F
Art Competitions,47.0,,,M
Canoeing,,,,M
Canoeing,,,,M
Shooting,51.0,,,M
Shooting,51.0,,,M
Swimming,24.0,,,M
Gymnastics,21.0,,,M
Athletics,28.0,176.0,67.0,F
Wrestling,,,,M
Shooting,31.0,185.0,74.0,M
Athletics,27.0,172.0,75.0,F
Athletics,27.0,172.0,75.0,F
Judo,30.0,160.0,52.0,F
Athletics,30.0,173.0,60.0,M
Wrestling,,,,M
Athletics,34.0,,,M
Athletics,34.0,,,M
Athletics,,,,M
Modern Pentathlon,21.0,170.0,60.0,F
Rowing,19.0,197.0,94.0,M
Athletics,32.0,180.0,60.0,M
Fencing,61.0,,,M
Rugby,26.0,,,M
Canoeing,29.0,167.0,57.0,F
Water Polo,25.0,181.0,88.0,F
Wrestling,21.0,,,M
Cycling,19.0,160.0,55.0,F
Hockey,27.0,161.0,58.0,F
Sailing,26.0,188.0,84.0,M
Diving,,,,M
Boxing,19.0,,,M
Athletics,21.0,,,M
Cycling,29.0,183.0,76.0,M
Canoeing,27.0,192.0,98.0,M
Basketball,32.0,193.0,88.0,M
Taekwondo,20.0,182.0,87.0,F
Tennis,28.0,,,M
Tennis,28.0,,,M
Rowing,32.0,191.0,89.0,M
Shooting,,,,M
Shooting,,,,M
Basketball,,,,M
Athletics,24.0,170.0,55.0,F
Volleyball,23.0,202.0,85.0,M
Synchronized Swimming,21.0,170.0,55.0,F
Swimming,23.0,170.0,60.0,M
Athletics,,,,M
Wrestling,,,,M
Weightlifting,31.0,,58.0,M
Rowing,,,,M
Sailing,35.0,,,M
Table Tennis,32.0,186.0,85.0,M
Football,23.0,174.0,80.0,M
Taekwondo,25.0,183.0,79.0,M
Sailing,42.0,167.0,55.0,F
Football,27.0,176.0,69.0,F
Canoeing,25.0,169.0,80.0,M
Canoeing,25.0,169.0,80.0,M
Gymnastics,28.0,,,M
Art Competitions,44.0,,,M
Sailing,33.0,,,M
Volleyball,34.0,167.0,52.0,F
Swimming,18.0,186.0,79.0,M
Modern Pentathlon,26.0,170.0,58.0,F
Weightlifting,18.0,160.0,56.0,M
Hockey,28.0,173.0,76.0,M
Hockey,32.0,170.0,60.0,F
Rowing,21.0,,84.0,M
Athletics,24.0,173.0,67.0,M
Athletics,38.0,178.0,61.0,M
Athletics,23.0,,,M
Diving,,,,M
Rowing,,,,M
Rowing,25.0,195.0,95.0,M
Swimming,21.0,194.0,88.0,M
Swimming,21.0,194.0,88.0,M
